Reference,DOI,Location,Season,Urchin,Food,Compound,Unit,Plant_mean,Plant_sd,Plant_n,Faeces_mean,Faeces_sd,Faeces_n,Percentage_mean,Percentage_sd,Percentage_n,Source,Notes
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,62.79967144,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,50.80665873,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,51.1377698,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,35.0417391,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,37.90118033,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,28.01709043,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,25.98394111,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,15.37819888,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,9.027658387,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,24.24879176,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,18.51738651,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,8.473047347,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.025045581,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.039092331,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,6.384500606,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,11.55131903,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,12.67582316,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.304704961,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,24.18237539,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,16.38623717,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,13.95532936,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,8.673930668,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,21.2745818,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,11.18421332,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,7.281687331,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,6.994324911,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.212019984,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,19.03680531,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,19.01388423,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,20.06146245,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,15.91295932,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.366987703,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.40324121,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.07071153,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.871675913,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,4.70051912,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.75087758,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.74323722,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.764749078,NA,1,Figure 5b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,22.62509419,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,14.45032846,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,18.20989292,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,19.97113415,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,14.51103164,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,16.80480531,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,11.448917,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,15.6389222,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,14.78653069,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,19.14017977,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,14.49108024,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,3.204109138,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,6.455549778,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,9.810143374,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,3.291343429,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.652357554,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.188073735,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.08692653,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.703626272,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,4.036549258,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.944953252,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,3.751711257,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.300661155,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.751148797,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,4.133334748,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,3.580638657,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.982924577,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0.160247907,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,0,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,3.533943903,NA,1,Figure 5c,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,7.732614862,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,7.025773229,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,17.88877905,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,11.63510431,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,11.74881924,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,9.029998772,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,2.504958875,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,12.27281244,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,6.830648757,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,9.668999115,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,7.616961615,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,5.449916975,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,4.363164118,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,5.036408159,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,1.913124382,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,5.634703727,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,8.036931506,NA,1,Figure 5d,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,76.18565404,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,71.30907417,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,67.14485432,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,55.56374872,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,54.5694476,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,55.63365009,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,53.3265712,NA,1,Figure 6a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,50.67432301,NA,1,Figure 6a,
