Reference,DOI,Location,Season,Urchin,Food,Compound,Unit,Plant_mean,Plant_sd,Plant_n,Faeces_mean,Faeces_sd,Faeces_n,Percentage_mean,Percentage_sd,Percentage_n,Source,Notes
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Ulva lactuca,Lipids,%,1.88,NA,2,NA,NA,NA,153,28,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Eucheumatopsis isiformis,Lipids,%,0.72,0.26,4,NA,NA,NA,156,42,27,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Halimeda incrassata,Lipids,%,2.89,1.01,5,NA,NA,NA,29,7,21,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Macrocystis pyrifera,Carbohydrates,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Egregia menziesii,Carbohydrates,NA,NA,NA,NA,NA,NA,NA,64.6,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Pterygophora californica,Carbohydrates,NA,NA,NA,NA,NA,NA,NA,46.4,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Stephanocystis osmundacea,Carbohydrates,NA,NA,NA,NA,NA,NA,NA,67.8,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Macrocystis pyrifera,Proteins,NA,NA,NA,NA,NA,NA,NA,52.4,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Egregia menziesii,Proteins,NA,NA,NA,NA,NA,NA,NA,64.6,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Pterygophora californica,Proteins,NA,NA,NA,NA,NA,NA,NA,95.2,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Stephanocystis osmundacea,Proteins,NA,NA,NA,NA,NA,NA,NA,133.4,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Macrocystis pyrifera,Lipids,NA,NA,NA,NA,NA,NA,NA,98.5,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Egregia menziesii,Lipids,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Pterygophora californica,Lipids,NA,NA,NA,NA,NA,NA,NA,122.6,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Leighton 1968 in Lawrence 1975 and Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,NA,NA,Strongylocentrotus purpuratus ,Stephanocystis osmundacea,Lipids,NA,NA,NA,NA,NA,NA,NA,201.4,NA,NA,"Table 7 in Lawrence 1975, Table 5 in Lowe & Lawrence 1976",
Klumpp et al. 1993,10.1016/0304-3770(93)90022-O,"Santiago Island, Bolinao, Philippines",Wet season,"Tripneustes gratilla, Salmacis sphaeroides",Thalassia hemprichii,Carbon,%,49,6,5,17,3,5,NA,NA,NA,Table 6,
Klumpp et al. 1993,10.1016/0304-3770(93)90022-O,"Santiago Island, Bolinao, Philippines",Wet season,"Tripneustes gratilla, Salmacis sphaeroides",Thalassia hemprichii,Nitrogen,%,2,0.3,5,0.6,0.2,5,NA,NA,NA,Table 6,
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Saccharina japonica,Nitrogen,%,1.4,NA,6,1.15,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Saccharina japonica,Nitrogen,%,1.54,NA,6,1.26,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Alaria crassifolia,Nitrogen,%,1.91,NA,6,1.86,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Agarum clathratum,Nitrogen,%,1.97,NA,6,1.9,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Sargassum siliquastrum,Nitrogen,%,2.16,NA,6,2.16,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Sargassum thunbergii,Nitrogen,%,2.2,NA,6,1.62,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Scytosiphon lomentaria,Nitrogen,%,3.2,NA,6,2.41,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Ulva australis,Nitrogen,%,5.36,NA,6,2.76,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Ulva australis,Nitrogen,%,3.41,NA,6,2.21,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Chondrus ocellatus,Nitrogen,%,2.81,NA,6,1.95,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Chondrus ocellatus,Nitrogen,%,3.11,NA,6,1.95,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Grateloupia elliptica,Nitrogen,%,1.82,NA,6,0.94,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Rhodymenia palmata,Nitrogen,%,3.64,NA,6,3.02,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Rhodoglossum pulchrum,Nitrogen,%,4.45,NA,6,0.93,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Phyllospadix iwatensis,Nitrogen,%,2.05,NA,6,0.99,NA,6,NA,NA,NA,Table 21,using midpoint of sample size range 5–8
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Winter, Spring",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.538961039,NA,NA,2.991596639,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Spring, Summer",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.68452381,NA,NA,3.111111111,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.840399002,NA,NA,3.007194245,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Summer, Autumn",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.890410959,NA,NA,3.103448276,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Autumn,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.895953757,NA,NA,3.118644068,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Autumn, Winter",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.72688172,NA,NA,3.343195266,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.666666667,NA,NA,3.374193548,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Winter, Spring",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.5374211,NA,NA,2.992610837,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Spring, Summer",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.682377049,NA,NA,3.109034268,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.84047619,NA,NA,3.013888889,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Summer, Autumn",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.967213115,NA,NA,3.173913043,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Autumn,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.95212766,NA,NA,3.215,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Autumn, Winter",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.728362184,NA,NA,3.343234323,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.670951157,NA,NA,3.37037037,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Winter, Spring",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.537593985,NA,NA,3.061349693,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Spring, Summer",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.684140677,NA,NA,3.190217391,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Summer,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.83988764,NA,NA,3.165137615,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Summer, Autumn",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.898148148,NA,NA,3.24742268,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Autumn,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.601190476,NA,NA,3.42,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan","Autumn, Winter",Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.719476744,NA,NA,3.52892562,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Fuji 1967,hdl.handle.net/2115/21847,"Sumiyoshi, Hakodate, Japan",Winter,Strongylocentrotus intermedius,Saccharina japonica,Calories,kcal g^−1,3.667621777,NA,NA,3.414414414,NA,NA,NA,NA,NA,"Table 26, 27",divided absolute calories in Table 27 by mass in Table 26 to get calorific content
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,76.7,8.6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,67.5,6.9,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,59.9,18.5,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,37.7,19.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,39.1,10.5,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,41.1,14.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,47.4,17,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,45.7,15.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Alaria esculenta,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,45.8,12.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,52.8,16.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,57.9,8.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,66.8,9.4,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,75.6,19.7,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,79.9,23.7,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,86.7,16.1,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,41.6,7.7,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,40.5,8.4,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Saccharina latissima,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,38.7,12.6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,52.7,7,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,51.2,10.6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,51.6,6.8,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,47,18.3,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,74.9,7.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,70.7,24.4,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,45.4,7.8,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,44.3,12.5,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,Ulvaria obscura,Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,37.1,15.1,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,63,9.7,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,71,6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Carbohydrates,mg g^−1,NA,NA,NA,NA,NA,NA,50.5,15.6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,74.9,6.8,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,77.4,7.5,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Proteins,mg g^−1,NA,NA,NA,NA,NA,NA,70,8.5,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,55,5.6,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,49.2,4.2,6,Table 3,using midpoint of sample size range 5–8
Mamelona & Pelletier 2005,10.1016/j.jembe.2004.08.026,"St. Lawrence Estuary, Canada","Summer, Autumn",Strongylocentrotus droebachiensis,"Alaria esculenta, Saccharina latissima, Ulvaria obscura",Lipids,mg g^−1,NA,NA,NA,NA,NA,NA,65.7,5.9,6,Table 3,using midpoint of sample size range 5–8
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Lipids,mg g^−1,17.8,2.7,4,23.6,6.5,4,NA,NA,NA,Table 1,
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus droebachiensis,Pyropia sp.,Lipids,mg g^−1,6.2,0.4,3,34.4,8.9,4,NA,NA,NA,Table 1,
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus droebachiensis,Ulva sp.,Lipids,mg g^−1,41.6,10.5,4,40.5,16.5,4,NA,NA,NA,Table 1,
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus purpuratus ,Nereocystis luetkeana,Lipids,mg g^−1,13.7,3.1,5,40.6,9.9,5,NA,NA,NA,Table 1,
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus purpuratus ,Pyropia sp.,Lipids,mg g^−1,6.5,0.7,6,35.7,5.9,6,NA,NA,NA,Table 1,
Schram et al. 2018,10.3389/fevo.2018.00083,"San Juan Island, Washington, USA",Autumn,Strongylocentrotus purpuratus ,Ulva sp.,Lipids,mg g^−1,8.8,1.3,6,38.1,8,4,NA,NA,NA,Table 1,
