,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Excitation: 360, Emission: 450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Optics: Top, Gain: Scale to high wells (H12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Light Source: Xenon Flash, Lamp Energy: High",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Read Speed: Sweep, Delay: 0 msec, Measurements/Data Point: 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 7 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,"T° 360,450",A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,00:00:03,25.3,13609,4022,14519,6516,14229,2913,8847,2005,1588,911,1359,1457,7751,2093,9989,908,6191,467,2424,441,11899,5002,17772,4722,7271,2064,7031,5077,1041,447,1397,361,14072,2546,9484,1350,2781,415,1643,501,5270,961,7193,924,2965,656,6277,1425,8763,1448,4989,1325,2945,641,4192,630,1990,435,463,453,722,334,228,385,922,274,302,324,2105,354,477,403,237,38,14,145,32,163,64,567,121,1128,251,1502,477,5006,1053,6902,2265,16935,4300,32597,8989,47336,13678,58446
,00:00:19,25.3,13666,3799,14443,6565,14270,3095,8819,2076,1609,949,1342,1515,7243,2046,10048,887,6194,485,2441,492,12095,4852,17839,4535,7202,2070,7118,4929,1077,423,1458,397,14251,2470,9710,1369,2775,439,1690,518,5108,961,7479,870,3038,644,6236,1480,9111,1503,5033,1259,2940,572,4326,640,2008,454,466,446,743,350,249,370,914,295,303,281,2053,323,505,417,259,22,22,137,72,171,67,556,124,1065,259,1430,457,4995,1019,6814,2290,17368,4228,32554,8692,47366,13699,57515
,00:00:35,25.3,13679,3981,14689,6617,14444,3139,9043,2059,1644,975,1328,1482,6922,2115,10086,932,6048,476,2501,446,12333,4686,18279,4767,7581,2018,7323,5048,1047,441,1465,369,13976,2570,9793,1439,2834,395,1634,488,5290,1009,7479,876,3003,632,6613,1555,8974,1496,5024,1307,2961,628,4331,645,2016,453,481,443,749,362,230,393,894,339,328,253,2084,389,540,420,248,59,21,116,48,183,61,569,102,1081,253,1458,429,5032,984,6639,2196,16628,4224,32373,8443,47504,13417,57329
,00:00:51,25.3,13749,4008,14525,6645,14892,2855,9299,2078,1672,962,1350,1541,6820,2181,10047,901,6277,449,2583,492,12205,4794,18361,4768,7519,2065,7302,5158,1138,442,1464,417,13856,2660,10108,1465,2812,440,1672,484,5283,968,7332,979,3085,640,6605,1561,9023,1514,5068,1288,3154,614,4453,660,2065,458,460,468,715,370,258,406,953,327,330,279,2178,365,514,437,258,16,10,103,40,155,99,564,129,1065,200,1417,408,5051,948,6638,2200,16868,4027,32558,8320,47385,13616,58736
,00:01:07,25.3,13993,4041,14675,6684,15090,3081,9377,1898,1699,979,1407,1565,7251,2164,10187,939,6236,494,2527,483,12320,4829,18176,4740,7383,2040,7329,5125,1102,464,1305,383,13786,2656,10381,1458,2892,403,1622,478,5402,933,7261,1037,3123,701,6726,1494,9359,1551,5261,1260,3084,588,4466,666,2155,435,498,488,770,332,250,382,953,308,381,275,2129,388,474,423,289,8,58,120,34,176,36,579,112,1107,259,1413,440,5004,947,6624,2204,17087,3985,32110,8488,46949,13350,58317
,00:01:23,25.3,13987,4081,14821,6741,14824,2971,9572,2059,1736,996,1424,1591,7334,2195,10152,967,6273,521,2544,503,12703,4840,18879,4697,7470,2000,7530,5136,1137,453,1310,391,14115,2695,10078,1507,2825,442,1652,471,5384,1027,7704,992,3132,652,6830,1535,9027,1555,5405,1344,3107,639,4574,691,2171,440,494,476,760,336,244,361,981,271,326,257,2140,357,524,423,306,43,20,116,69,133,105,561,136,1043,214,1422,442,4934,931,6456,2150,17061,3984,32435,8334,46484,13536,58674
,00:01:39,25.4,14041,4076,14823,6838,15171,3108,9699,2043,1774,1025,1439,1638,7760,2273,10534,965,6299,483,2835,470,12635,4889,18829,4616,7321,2090,7710,5219,1100,464,1422,388,13867,2817,10538,1544,2880,407,1687,534,5575,1006,7885,963,3200,659,7066,1511,9536,1572,5338,1344,3189,656,4658,724,2190,466,504,470,794,361,233,390,1020,330,349,293,2267,357,532,451,288,20,18,89,51,198,51,562,134,1137,199,1382,437,5068,952,6507,2113,17245,3907,32124,7970,46696,13333,57752
,00:01:55,25.4,14159,4090,14741,6922,15053,3211,9776,2182,1849,1071,1487,1649,7666,2271,10661,993,6272,555,2786,543,12822,4970,19551,4691,7844,2089,7667,5357,1133,437,1404,432,14133,2702,10578,1546,2919,427,1662,529,5698,1033,7707,1041,3300,644,7032,1546,9221,1629,5601,1393,3325,631,4724,695,2258,500,483,496,835,356,231,423,1042,287,353,295,2280,371,523,439,259,51,33,85,70,162,94,538,118,1045,249,1389,432,5032,1011,6448,2097,16459,3904,31540,8096,46923,13189,57393
,00:02:11,25.4,14305,4129,14883,6836,15301,3074,9991,2209,1808,1055,1571,1706,7689,2241,10701,957,6533,477,2840,507,13018,5038,19398,4880,7959,1981,7690,5439,1164,445,1469,440,14137,2830,10752,1557,2910,473,1619,513,5765,995,8019,1039,3295,695,7191,1379,9344,1643,5442,1373,3297,677,4764,697,2259,489,544,460,861,369,255,418,1017,346,323,287,2271,381,513,432,287,58,66,105,28,180,43,553,114,1038,225,1433,423,4913,948,6410,2082,17017,3824,32963,8008,47457,13157,58453
,00:02:27,25.4,14145,4228,14967,7007,15674,3124,9896,2241,1878,1066,1499,1667,7882,2328,10714,958,6626,557,2943,533,13132,4876,19944,5017,8168,2118,7722,5515,1189,464,1556,428,14383,2885,11080,1606,2952,431,1648,519,5755,1032,8173,1035,3355,720,7264,1408,9687,1702,5707,1364,3269,673,4900,710,2408,470,502,490,828,365,224,418,1047,319,356,294,2381,378,547,388,283,31,27,79,52,155,95,565,122,1068,209,1422,420,4899,1005,6398,2053,16691,3821,32334,7866,46791,12786,58752
,00:02:43,25.4,14591,4299,15025,6900,15512,3173,10255,2279,1827,1119,1559,1752,7724,2398,10871,1004,6781,472,2893,508,13427,5096,19634,4890,7849,2059,7980,5605,1223,459,1557,412,14224,2857,11125,1608,3010,459,1624,491,5898,1072,8113,1154,3340,720,7261,1505,9479,1691,5727,1342,3349,656,4949,722,2373,500,522,537,848,385,243,423,1071,328,343,277,2387,381,534,441,271,28,19,130,24,135,64,558,103,1080,223,1388,409,4808,931,6332,2008,16809,3696,32299,7725,47223,12617,58259
,00:02:59,25.4,14595,4309,14829,7170,15778,3235,10415,2266,1951,1089,1547,1750,7985,2373,11273,986,6854,509,2903,505,13633,5149,20246,5031,7810,2062,8004,5576,1169,448,1364,421,14505,2974,11149,1597,3074,490,1612,502,5828,1081,8396,1200,3330,687,7264,1545,9817,1760,5806,1378,3367,633,5071,728,2425,497,572,478,844,352,237,418,1071,302,330,326,2501,381,550,470,245,28,32,122,48,181,46,523,116,1064,238,1382,394,4886,945,6405,1987,16974,3689,31933,7659,46344,12736,58617
,00:03:15,25.4,14667,4382,15010,7101,15815,3224,10618,2186,1908,1147,1566,1850,7989,2331,11111,1022,7050,559,2924,553,13917,5275,20812,5197,7814,2010,8033,5609,1249,499,1568,414,14700,3075,11339,1652,3125,497,1656,517,5935,1076,8517,1285,3489,747,7305,1698,9770,1736,5872,1462,3450,666,5118,758,2446,453,544,508,832,376,230,406,1104,291,362,328,2537,423,548,480,260,51,57,93,11,154,85,537,109,1055,224,1431,419,4848,923,6346,2018,16744,3624,31398,7656,46406,12677,57395
,00:03:31,25.4,14830,4407,15105,7208,16004,3243,10800,2329,1961,1141,1595,1846,8023,2476,11102,1030,7045,511,3135,512,13830,5426,20927,5206,6759,2050,8027,5617,1214,480,1372,398,14761,2983,11715,1706,3085,443,1613,504,6076,1124,8684,968,3533,738,7550,1746,9907,1741,6111,1431,3449,729,5343,747,2582,498,556,489,867,406,272,359,1138,332,307,303,2482,428,548,463,255,31,44,102,68,158,32,556,118,1017,204,1357,383,4841,891,6068,1937,16608,3679,31960,7652,46624,12399,56942
,00:03:47,25.4,14726,4504,15076,7077,16264,3302,10948,2334,1950,1213,1568,1854,7863,2455,11499,1046,7272,523,3085,524,13773,5334,20994,5129,7148,2062,8251,5804,1269,474,1497,375,15095,3165,11905,1732,3122,446,1676,498,6121,1091,8520,1052,3481,712,7448,1861,9876,1787,6089,1453,3474,688,5290,742,2561,467,561,517,849,371,241,431,1154,287,362,282,2562,379,548,484,239,10,7,135,59,172,38,555,114,1055,238,1370,372,4715,862,6154,1905,16608,3637,31732,7577,45889,12557,56970
,00:04:03,25.4,14973,4529,15215,7390,16501,3245,11345,2417,2026,1217,1624,1915,8042,2489,11204,1069,7213,514,3015,530,14346,5431,20643,5363,7106,2028,8190,5856,1288,485,1506,399,15313,3242,11561,1767,3169,447,1651,522,6249,1087,8556,1059,3630,714,7659,1873,9751,1827,6176,1447,3622,677,5418,742,2649,501,561,504,884,397,291,429,1171,320,356,333,2583,430,574,454,253,35,25,87,35,171,55,567,154,1019,160,1341,423,4781,811,6228,1895,16911,3593,31495,7661,46801,12342,58105
,00:04:19,25.4,15079,4498,15558,7185,16583,3335,11120,2376,2033,1211,1638,1915,7903,2439,11696,1049,7404,506,3165,521,14373,5347,21207,5405,7415,2030,8335,5891,1290,485,1475,387,15223,3279,11875,1706,3260,440,1641,533,6388,1134,9097,1135,3686,757,7823,1963,10157,1825,6353,1559,3599,702,5435,757,2682,537,567,500,900,378,242,400,1143,305,359,300,2633,440,572,468,229,29,60,110,57,146,74,565,109,998,219,1348,401,4748,855,6202,1914,16555,3626,32067,7490,46780,11952,57183
,00:04:35,25.4,15056,4540,15319,7480,16289,3316,11122,2508,2081,1238,1691,2012,8096,2559,11743,1084,7396,524,3138,529,14840,5471,21830,5414,7532,2122,8451,5993,1287,514,1652,446,15574,3210,12214,1792,3293,456,1646,541,6326,1112,8571,1280,3653,802,7939,1953,10539,1857,6283,1542,3643,709,5561,795,2730,515,537,529,881,379,248,413,1210,332,347,271,2680,370,527,500,291,50,59,123,41,166,38,544,104,992,197,1353,375,4904,856,6227,1844,16723,3533,31796,7492,46033,12204,56968
,00:04:51,25.4,15111,4735,15617,7574,16607,3433,11559,2431,2076,1254,1718,2039,8577,2525,11687,1108,7559,514,3209,526,14899,5614,22184,5580,7716,2050,8532,6029,1271,444,1369,439,15353,3333,12296,1807,3417,469,1711,566,6540,1153,8207,1122,3813,725,8039,2009,10131,1893,6408,1517,3825,726,5743,757,2816,559,522,526,909,387,260,440,1241,340,340,329,2764,453,560,445,308,56,43,109,30,121,52,540,128,998,202,1322,342,4845,824,6125,1896,16419,3423,31295,7452,46306,12284,55985
,00:05:07,25.4,15142,4585,16020,7502,16853,3427,11393,2476,2135,1254,1672,2060,8399,2580,11936,1103,7772,609,3290,577,15326,5536,21914,5522,7122,2067,8502,6208,1321,481,1622,405,15728,3401,12414,1830,3381,477,1676,533,6592,1220,8525,1167,3797,799,7908,2129,10341,1900,6498,1572,3794,737,5688,818,2829,572,604,520,982,411,264,437,1276,379,370,293,2812,416,582,480,250,6,2,115,32,148,81,525,113,1058,192,1329,400,4849,854,6252,1867,16770,3496,31650,7328,46685,12165,56918
,00:05:23,25.4,15262,4754,15965,7733,17108,3558,11801,2494,2146,1379,1730,2087,8088,2519,11924,1129,7818,578,3329,564,15156,5696,22450,5653,6526,2122,8789,6303,1377,498,1623,451,15970,3419,12509,1897,3394,476,1664,524,6612,1147,9171,1243,3884,775,8128,2150,10497,1932,6475,1542,3856,717,5815,782,2833,540,588,529,937,364,242,443,1326,323,370,300,2742,422,568,454,289,30,43,81,35,153,58,516,107,1031,215,1321,394,4798,881,6132,1844,16266,3510,30744,7254,46207,12090,57307
,00:05:39,25.4,15534,4873,16392,7687,17163,3541,11823,2517,2148,1320,1761,2132,8116,2627,11953,1113,7752,545,3426,553,15647,5694,22493,5657,7974,2131,8750,6395,1348,485,1645,482,16428,3445,12816,1934,3420,437,1681,561,6589,1136,9348,1241,3875,787,8261,2156,10576,1903,6597,1596,3855,703,6000,797,2922,536,556,537,997,416,252,450,1248,372,336,345,2798,428,567,465,233,15,18,138,14,167,82,540,100,1028,187,1346,372,4821,856,6080,1892,16604,3478,31473,7509,46302,11887,57638
,00:05:55,25.5,15644,4749,16014,7808,17070,3550,11908,2529,2195,1364,1814,2165,8511,2560,11942,1165,7926,589,3429,553,15745,5827,22427,5742,7128,2164,8801,6425,1318,543,1669,419,16340,3580,12774,1923,3535,469,1786,570,6671,1205,9117,1297,3976,805,8336,2268,10635,2051,6680,1664,3914,755,5965,785,2959,554,581,543,952,383,250,444,1298,281,344,341,2910,452,599,449,258,32,31,72,18,121,44,549,108,1030,225,1307,422,4806,873,6063,1851,16075,3440,31545,7364,46399,11723,57091
,00:06:11,25.5,15662,4867,16415,7862,17452,3533,11984,2567,2251,1370,1818,2200,8784,2618,11856,1093,7926,574,3503,543,15887,5925,22914,5714,7223,2096,8995,6543,1384,530,1765,464,16128,3489,13016,1905,3531,487,1803,612,6874,1235,9326,1177,4010,823,8319,2233,10431,1990,6735,1697,4074,736,6159,822,2970,578,582,537,1001,400,279,448,1362,340,382,326,2859,459,593,470,318,13,66,100,51,172,48,505,73,1021,174,1337,405,4836,823,6020,1865,16539,3422,31393,7519,46265,11592,57530
,00:06:27,25.5,15851,4948,16256,7864,17161,3480,12385,2710,2249,1437,1856,2210,8813,2593,11967,1177,7840,611,3610,608,16128,5843,23305,5869,7099,2260,9030,6508,1387,499,1732,440,16881,3754,13285,1935,3576,469,1880,588,6940,1233,9688,1198,4089,807,8096,2287,10789,2022,6580,1670,4051,785,6097,823,3161,541,548,537,1013,389,275,397,1393,364,369,329,2966,416,574,489,270,49,17,79,65,183,32,478,95,1020,212,1293,373,4746,815,5930,1778,16227,3463,31583,7284,45731,11645,58270
,00:06:43,25.5,15895,5114,16420,7839,17797,3651,12418,2673,2300,1430,1877,2242,9046,2630,12059,1143,8023,603,3556,560,16017,6074,23808,6071,7107,2121,8903,6641,1386,496,1694,467,17311,3680,13386,1979,3645,441,1865,590,6968,1267,9199,1239,4142,819,8438,2319,10534,1988,6987,1687,4110,714,6302,878,3112,551,621,556,1029,403,272,460,1405,349,424,305,2977,438,572,487,278,57,1,117,53,174,13,513,140,1050,195,1268,379,4789,856,5917,1856,16459,3332,31636,7191,46573,11666,55308
,00:06:59,25.5,15846,5104,16574,8124,17556,3707,12173,2687,2303,1473,1919,2317,8911,2705,12030,1141,8461,578,3480,558,16503,6064,23772,6154,7122,2275,9185,6776,1366,539,1802,485,17369,3698,13463,2002,3671,461,1884,602,7032,1253,9646,1211,4150,859,8565,2342,10695,2041,6893,1706,4088,730,6366,833,3277,534,601,557,1023,399,248,491,1455,371,405,378,3049,449,605,492,256,14,39,107,61,175,61,550,97,1008,145,1301,362,4746,827,5850,1789,16326,3325,31383,7078,46452,11817,55848
,00:07:15,25.5,15945,5131,16496,8289,17607,3593,12523,2714,2336,1457,1848,2379,8811,2692,12364,1153,8367,584,3640,565,16318,6170,23788,6075,7302,2274,9253,6817,1409,517,1856,472,17512,3813,13744,1969,3676,471,1949,617,7031,1252,9934,1217,4226,859,8264,2445,10876,2101,7031,1771,4134,732,6483,833,3203,619,592,536,1059,438,287,477,1448,394,379,319,3151,478,627,516,272,48,50,100,23,179,51,531,113,1023,191,1263,390,4715,867,5899,1804,16519,3399,30501,7443,45749,11724,57178
,00:07:31,25.5,15928,5179,16669,7982,17845,3635,12409,2724,2300,1518,1866,2376,8942,2757,12424,1172,8432,583,3510,604,16445,6022,23802,6148,7442,2314,9365,6887,1386,530,1880,431,17597,3766,13886,2056,3737,508,2036,622,7089,1310,10147,1209,4235,904,8549,2487,11130,2149,7163,1708,4107,785,6513,844,3350,582,592,558,1007,433,228,440,1513,378,393,343,3213,428,608,462,293,36,0,140,69,129,81,511,112,953,193,1277,390,4711,828,5906,1802,16459,3395,30871,6995,46205,11688,56294
,00:07:47,25.5,16300,5217,16747,8326,17563,3668,12666,2774,2367,1470,1944,2351,9029,2766,13033,1178,8463,593,3734,585,16612,6154,24216,6316,7463,2368,9485,7094,1410,523,1909,445,17753,3855,13824,2016,3729,451,2180,620,7160,1288,10231,1171,4295,888,8683,2485,11126,2127,7300,1816,4213,740,6641,870,3270,580,574,573,1057,423,237,459,1482,405,369,340,3185,467,665,491,251,42,16,138,19,184,42,516,117,993,211,1319,457,4654,820,5803,1762,16141,3283,30471,7091,46110,11368,56843
,00:08:03,25.5,16172,5217,17070,8249,17946,3711,12847,2789,2389,1501,2037,2364,9224,2726,12398,1201,8561,589,3715,559,17060,6309,24771,6203,7337,2450,9577,7123,1425,533,1751,478,17752,3864,14034,2100,3777,475,2153,641,7329,1289,10273,1137,4316,878,8870,2490,10989,2123,7091,1804,4190,724,6684,869,3431,578,622,548,1094,493,222,463,1543,405,393,312,3218,449,650,525,261,33,18,136,57,156,67,491,90,1055,164,1272,360,4640,859,5891,1844,15898,3331,30810,7139,45026,11160,57165
,00:08:19,25.5,16333,5265,16819,8565,18114,3671,12825,2776,2383,1583,2120,2443,9241,2845,13920,1161,8635,630,3849,617,17407,6309,24761,6499,7492,2434,9629,7293,1465,515,1729,464,18290,3996,14212,2130,3843,486,2210,617,7410,1293,10111,1501,4336,936,8476,2501,11335,2196,7379,1877,4282,789,6880,876,3394,572,624,595,1078,484,262,468,1578,421,420,356,3265,474,608,488,245,47,38,118,26,182,34,532,104,997,182,1290,347,4736,828,5947,1764,16365,3367,30945,7021,45610,11294,56325
,00:08:35,25.5,16600,5402,17255,8284,18383,3746,12907,2815,2446,1581,2190,2425,9240,2760,13003,1214,8751,594,3890,602,17312,6431,23944,6607,7622,2430,9783,7392,1466,576,1789,481,18575,4094,14359,2178,3919,496,2241,653,7337,1354,9851,1555,4354,880,9012,2546,11331,2196,7249,1852,4325,765,6885,826,3495,613,633,583,1060,452,255,471,1659,418,369,303,3337,490,640,531,269,33,64,84,56,157,52,492,85,1008,237,1293,368,4639,791,5877,1755,16591,3275,30942,7075,45516,11462,56879
,00:08:51,25.5,16588,5481,17670,8312,18337,3620,12868,2893,2487,1558,2169,2482,9229,2855,14265,1221,8982,592,3873,547,17922,6508,24881,6598,7545,2433,9898,7422,1527,574,1811,480,18210,4062,14437,2118,3910,481,2315,617,7566,1325,10171,1543,4420,935,9064,2559,11488,2182,7658,1932,4306,793,6958,856,3524,539,606,564,1116,482,280,488,1611,381,408,344,3416,487,677,501,255,30,24,95,32,145,40,494,102,1011,199,1280,390,4665,801,5895,1765,16139,3305,30345,7087,45112,11383,57276
,00:09:07,25.5,16460,5615,17331,8447,18438,3847,13003,2852,2534,1654,2174,2492,9430,2897,13153,1237,8963,606,3845,599,17728,6494,25408,6742,7564,2493,9968,7498,1536,522,1940,532,18443,4122,14697,2197,3963,467,2370,651,7618,1334,10174,1622,4502,917,8978,2665,11494,2224,7566,1972,4473,797,6972,865,3415,608,669,619,1099,442,262,497,1651,413,371,336,3384,490,603,498,244,29,32,139,47,182,67,517,100,980,170,1288,352,4643,799,5828,1755,16029,3330,30977,6946,44610,11473,57552
,00:09:23,25.5,16541,5542,17384,8577,18608,3843,12938,2888,2440,1652,2180,2570,9372,2939,14956,1247,9160,562,4044,639,18140,6488,25456,6796,7776,2528,9761,7686,1551,535,1998,500,19415,4240,14595,2278,4020,437,2392,638,7909,1344,10186,1625,4363,937,9140,2653,11485,2264,7785,2009,4402,808,7152,907,3652,621,634,586,1136,434,270,502,1682,352,423,343,3378,521,653,525,260,0,6,130,35,139,30,532,106,998,201,1327,412,4636,763,5857,1711,16094,3269,30427,6901,45782,11312,55280
,00:09:39,25.5,17335,5713,17636,8808,18815,3945,13216,2858,2524,1614,2222,2605,9581,2931,13299,1225,9341,659,3982,616,18204,6788,25346,6840,7897,2558,9865,7838,1545,554,1931,520,19657,4180,14865,2213,4137,476,2343,666,7801,1375,10339,1557,4513,944,9240,2671,11604,2276,7742,2006,4576,792,7221,936,3688,627,610,591,1163,473,249,480,1729,380,415,373,3510,527,642,552,281,42,13,101,27,148,41,491,97,937,205,1251,347,4591,777,5941,1741,16148,3222,30452,6926,45023,10648,55523
,00:09:55,25.5,17144,5721,17571,8622,18626,3794,13334,2878,2565,1747,2226,2647,9336,2940,15411,1213,9350,653,4073,636,18381,6743,25852,6767,7894,2532,9889,7874,1532,560,1999,485,18941,4360,14890,2279,4152,511,2473,619,7894,1410,10319,1271,4612,976,9528,2696,11566,2303,8014,2041,4532,800,7376,852,3723,614,643,581,1184,489,268,481,1714,402,452,381,3582,511,657,547,235,29,57,125,10,124,45,501,81,952,220,1251,386,4542,791,6010,1788,16076,3286,30600,6997,45724,11066,55503
,00:10:11,25.5,17205,5780,17726,9022,18456,3955,13583,2881,2502,1784,2260,2734,9765,2988,13950,1267,9534,601,4065,614,18383,6727,25696,7034,7900,2535,9941,7953,1561,553,2046,497,19767,4288,14958,2286,4148,484,2466,673,7961,1422,10215,1265,4623,968,9356,2751,11752,2238,7736,2138,4634,806,7262,892,3717,634,653,579,1188,484,286,541,1810,408,433,337,3531,512,659,543,281,2,7,101,10,149,47,544,86,989,169,1271,420,4540,808,5779,1726,16325,3273,29709,6793,45743,11164,56638
